,0,1,2,3,4,5,6,7,8,9,10,11,12
1221,establishment,point_of_interest,university,,,,,,,,,,
1222,establishment,parking,point_of_interest,,,,,,,,,,
1223,establishment,gym,health,point_of_interest,,,,,,,,,
1224,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1225,establishment,point_of_interest,,,,,,,,,,,
1226,route,,,,,,,,,,,,
1227,establishment,food,lodging,point_of_interest,restaurant,store,,,,,,,
1228,car_repair,establishment,gas_station,point_of_interest,,,,,,,,,
1229,establishment,point_of_interest,travel_agency,,,,,,,,,,
1230,establishment,point_of_interest,,,,,,,,,,,
1231,establishment,point_of_interest,university,,,,,,,,,,
1232,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket
1233,establishment,parking,point_of_interest,,,,,,,,,,
1234,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1235,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1236,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1237,establishment,lodging,point_of_interest,,,,,,,,,,
1238,establishment,local_government_office,point_of_interest,,,,,,,,,,
1239,premise,,,,,,,,,,,,
1240,establishment,lodging,point_of_interest,,,,,,,,,,
1241,establishment,lodging,point_of_interest,,,,,,,,,,
1242,establishment,hospital,point_of_interest,,,,,,,,,,
1243,establishment,point_of_interest,,,,,,,,,,,
1244,establishment,hospital,point_of_interest,,,,,,,,,,
1245,establishment,point_of_interest,store,,,,,,,,,,
1246,cafe,clothing_store,establishment,food,point_of_interest,store,,,,,,,
1247,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
1248,establishment,lodging,point_of_interest,,,,,,,,,,
1249,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1250,establishment,point_of_interest,travel_agency,,,,,,,,,,
1251,bar,establishment,food,lodging,point_of_interest,restaurant,,,,,,,
1252,establishment,point_of_interest,tourist_attraction,,,,,,,,,,
1253,route,,,,,,,,,,,,
1254,establishment,point_of_interest,,,,,,,,,,,
1255,establishment,lodging,point_of_interest,,,,,,,,,,
1256,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1257,atm,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,point_of_interest,store,supermarket,,,
1258,establishment,point_of_interest,,,,,,,,,,,
1259,car_wash,establishment,gas_station,point_of_interest,,,,,,,,,
1260,car_wash,establishment,gas_station,point_of_interest,,,,,,,,,
1261,establishment,parking,point_of_interest,,,,,,,,,,
1262,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1263,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1264,convenience_store,establishment,food,gas_station,point_of_interest,store,,,,,,,
1265,premise,,,,,,,,,,,,
1266,establishment,parking,point_of_interest,,,,,,,,,,
1267,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
1268,postal_code,,,,,,,,,,,,
1269,establishment,parking,point_of_interest,,,,,,,,,,
1270,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1271,establishment,point_of_interest,,,,,,,,,,,
1272,route,,,,,,,,,,,,
1273,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1274,establishment,lodging,point_of_interest,,,,,,,,,,
1275,establishment,parking,point_of_interest,,,,,,,,,,
1276,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1277,establishment,parking,point_of_interest,,,,,,,,,,
1278,establishment,parking,point_of_interest,,,,,,,,,,
1279,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1280,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1281,establishment,gym,health,point_of_interest,spa,,,,,,,,
1282,atm,car_wash,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,
1283,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1284,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket
1285,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1286,atm,car_wash,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,
1287,bakery,cafe,establishment,food,point_of_interest,store,,,,,,,
1288,establishment,lodging,point_of_interest,,,,,,,,,,
1289,establishment,lodging,point_of_interest,,,,,,,,,,
1290,establishment,point_of_interest,,,,,,,,,,,
1291,route,,,,,,,,,,,,
1292,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1293,establishment,general_contractor,point_of_interest,,,,,,,,,,
1294,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
1295,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1296,establishment,point_of_interest,,,,,,,,,,,
1297,establishment,food,lodging,point_of_interest,restaurant,store,,,,,,,
1298,establishment,food,lodging,point_of_interest,restaurant,store,,,,,,,
1299,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1300,establishment,point_of_interest,,,,,,,,,,,
1301,establishment,point_of_interest,,,,,,,,,,,
1302,car_repair,establishment,health,point_of_interest,,,,,,,,,
1303,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1304,establishment,lodging,point_of_interest,,,,,,,,,,
1305,establishment,lodging,point_of_interest,real_estate_agency,,,,,,,,,
1306,establishment,lodging,point_of_interest,spa,,,,,,,,,
1307,campground,establishment,lodging,park,point_of_interest,,,,,,,,
1308,establishment,lodging,point_of_interest,spa,,,,,,,,,
1309,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1310,bakery,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,
1311,premise,,,,,,,,,,,,
1312,establishment,lodging,point_of_interest,,,,,,,,,,
1313,cafe,establishment,food,lodging,point_of_interest,store,,,,,,,
1314,establishment,parking,point_of_interest,,,,,,,,,,
1315,establishment,parking,point_of_interest,,,,,,,,,,
1316,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1317,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1318,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1319,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
1320,establishment,parking,point_of_interest,,,,,,,,,,
1321,car_wash,convenience_store,establishment,food,gas_station,point_of_interest,store,,,,,,
1322,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1323,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1324,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1325,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1326,establishment,food,point_of_interest,restaurant,,,,,,,,,
1327,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1328,car_repair,establishment,point_of_interest,,,,,,,,,,
1329,establishment,gas_station,point_of_interest,,,,,,,,,,
1330,establishment,point_of_interest,,,,,,,,,,,
1331,establishment,gas_station,point_of_interest,,,,,,,,,,
1332,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket
1333,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1334,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1335,establishment,parking,point_of_interest,,,,,,,,,,
1336,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1337,atm,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket,,
1338,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1339,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1340,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1341,cafe,establishment,food,point_of_interest,store,,,,,,,,
1342,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1343,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1344,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1345,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1346,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1347,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1348,subpremise,,,,,,,,,,,,
1349,street_address,,,,,,,,,,,,
1350,atm,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,,
1351,bar,establishment,lodging,point_of_interest,,,,,,,,,
1352,street_address,,,,,,,,,,,,
1353,street_address,,,,,,,,,,,,
1354,street_address,,,,,,,,,,,,
1355,establishment,point_of_interest,,,,,,,,,,,
1356,street_address,,,,,,,,,,,,
1357,establishment,parking,point_of_interest,,,,,,,,,,
1358,establishment,general_contractor,point_of_interest,,,,,,,,,,
1359,establishment,parking,point_of_interest,,,,,,,,,,
1360,atm,cafe,clothing_store,establishment,finance,food,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket,
1361,establishment,point_of_interest,,,,,,,,,,,
1362,premise,,,,,,,,,,,,
1363,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
1364,premise,,,,,,,,,,,,
1365,establishment,hospital,point_of_interest,,,,,,,,,,
1366,establishment,point_of_interest,subway_station,transit_station,,,,,,,,,
1367,route,,,,,,,,,,,,
1368,route,,,,,,,,,,,,
1369,route,,,,,,,,,,,,
1370,route,,,,,,,,,,,,
1371,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1372,establishment,hospital,point_of_interest,,,,,,,,,,
1373,street_address,,,,,,,,,,,,
1374,establishment,point_of_interest,,,,,,,,,,,
1375,route,,,,,,,,,,,,
1376,route,,,,,,,,,,,,
1377,establishment,parking,point_of_interest,,,,,,,,,,
1378,establishment,point_of_interest,,,,,,,,,,,
1379,route,,,,,,,,,,,,
1380,establishment,point_of_interest,,,,,,,,,,,
1381,establishment,parking,point_of_interest,,,,,,,,,,
1382,route,,,,,,,,,,,,
1383,establishment,point_of_interest,,,,,,,,,,,
1384,establishment,point_of_interest,,,,,,,,,,,
1385,street_address,,,,,,,,,,,,
1386,establishment,parking,point_of_interest,,,,,,,,,,
1387,intersection,,,,,,,,,,,,
1388,establishment,lodging,point_of_interest,,,,,,,,,,
1389,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1390,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1391,establishment,parking,point_of_interest,,,,,,,,,,
1392,bus_station,establishment,point_of_interest,transit_station,,,,,,,,,
1393,establishment,parking,point_of_interest,,,,,,,,,,
1394,establishment,point_of_interest,school,,,,,,,,,,
1395,establishment,point_of_interest,,,,,,,,,,,
1396,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1397,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1398,route,,,,,,,,,,,,
1399,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1400,establishment,lodging,point_of_interest,,,,,,,,,,
1401,establishment,point_of_interest,,,,,,,,,,,
1402,establishment,point_of_interest,,,,,,,,,,,
1403,establishment,point_of_interest,,,,,,,,,,,
1404,route,,,,,,,,,,,,
1405,establishment,point_of_interest,tourist_attraction,,,,,,,,,,
1406,establishment,lodging,point_of_interest,,,,,,,,,,
1407,establishment,point_of_interest,,,,,,,,,,,
1408,route,,,,,,,,,,,,
1409,route,,,,,,,,,,,,
1410,establishment,lodging,point_of_interest,,,,,,,,,,
1411,establishment,parking,point_of_interest,,,,,,,,,,
1412,establishment,point_of_interest,,,,,,,,,,,
1413,postal_code,,,,,,,,,,,,
1415,establishment,point_of_interest,,,,,,,,,,,
1416,establishment,parking,point_of_interest,,,,,,,,,,
1417,route,,,,,,,,,,,,
1419,establishment,point_of_interest,subway_station,train_station,transit_station,,,,,,,,
1420,route,,,,,,,,,,,,
1421,route,,,,,,,,,,,,
1422,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1423,establishment,point_of_interest,,,,,,,,,,,
1424,route,,,,,,,,,,,,
1425,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1426,subpremise,,,,,,,,,,,,
1427,route,,,,,,,,,,,,
1428,route,,,,,,,,,,,,
1429,establishment,general_contractor,point_of_interest,,,,,,,,,,
1430,route,,,,,,,,,,,,
1431,establishment,point_of_interest,,,,,,,,,,,
1432,establishment,point_of_interest,,,,,,,,,,,
1433,establishment,point_of_interest,,,,,,,,,,,
1434,establishment,general_contractor,point_of_interest,real_estate_agency,,,,,,,,,
1435,establishment,parking,point_of_interest,,,,,,,,,,
1436,establishment,parking,point_of_interest,,,,,,,,,,
1437,establishment,parking,point_of_interest,,,,,,,,,,
1438,establishment,parking,point_of_interest,,,,,,,,,,
1439,establishment,parking,point_of_interest,,,,,,,,,,
1440,establishment,parking,point_of_interest,,,,,,,,,,
1441,establishment,point_of_interest,train_station,transit_station,,,,,,,,,
1442,postal_code,,,,,,,,,,,,
1443,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1444,establishment,point_of_interest,,,,,,,,,,,
1445,establishment,point_of_interest,,,,,,,,,,,
1446,route,,,,,,,,,,,,
1447,establishment,lodging,point_of_interest,,,,,,,,,,
1448,route,,,,,,,,,,,,
1449,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1450,premise,,,,,,,,,,,,
1451,route,,,,,,,,,,,,
1452,establishment,park,point_of_interest,tourist_attraction,,,,,,,,,
1453,street_address,,,,,,,,,,,,
1454,establishment,point_of_interest,,,,,,,,,,,
1455,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1456,atm,establishment,finance,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,
1457,street_address,,,,,,,,,,,,
1458,establishment,fire_station,point_of_interest,,,,,,,,,,
1459,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1460,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1461,route,,,,,,,,,,,,
1462,route,,,,,,,,,,,,
1463,establishment,point_of_interest,,,,,,,,,,,
1464,street_address,,,,,,,,,,,,
1465,route,,,,,,,,,,,,
1466,street_address,,,,,,,,,,,,
1467,street_address,,,,,,,,,,,,
1468,route,,,,,,,,,,,,
1469,street_address,,,,,,,,,,,,
1470,route,,,,,,,,,,,,
1471,street_address,,,,,,,,,,,,
1472,route,,,,,,,,,,,,
1473,establishment,parking,point_of_interest,,,,,,,,,,
1474,establishment,finance,point_of_interest,,,,,,,,,,
1475,establishment,parking,point_of_interest,,,,,,,,,,
1476,establishment,parking,point_of_interest,,,,,,,,,,
1477,establishment,food,grocery_or_supermarket,point_of_interest,store,tourist_attraction,,,,,,,
1478,subpremise,,,,,,,,,,,,
1479,premise,,,,,,,,,,,,
1480,premise,,,,,,,,,,,,
1481,street_address,,,,,,,,,,,,
1482,establishment,parking,point_of_interest,,,,,,,,,,
1483,premise,,,,,,,,,,,,
1484,subpremise,,,,,,,,,,,,
1485,street_address,,,,,,,,,,,,
1486,street_address,,,,,,,,,,,,
1487,premise,,,,,,,,,,,,
1488,street_address,,,,,,,,,,,,
1489,premise,,,,,,,,,,,,
1490,street_address,,,,,,,,,,,,
1491,subpremise,,,,,,,,,,,,
1492,subpremise,,,,,,,,,,,,
1493,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
1494,atm,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,,
1495,street_address,,,,,,,,,,,,
1496,establishment,lodging,point_of_interest,,,,,,,,,,
1497,premise,,,,,,,,,,,,
1498,car_repair,establishment,point_of_interest,,,,,,,,,,
1499,car_repair,establishment,point_of_interest,,,,,,,,,,
1500,car_repair,establishment,point_of_interest,,,,,,,,,,
1501,street_address,,,,,,,,,,,,
1502,establishment,point_of_interest,,,,,,,,,,,
1503,street_address,,,,,,,,,,,,
1504,intersection,,,,,,,,,,,,
1505,street_address,,,,,,,,,,,,
1506,establishment,parking,point_of_interest,,,,,,,,,,
1507,establishment,point_of_interest,,,,,,,,,,,
1508,establishment,finance,point_of_interest,,,,,,,,,,
1509,establishment,point_of_interest,,,,,,,,,,,
1510,establishment,point_of_interest,,,,,,,,,,,
1511,premise,,,,,,,,,,,,
1512,premise,,,,,,,,,,,,
1513,establishment,finance,insurance_agency,point_of_interest,,,,,,,,,
1514,establishment,parking,point_of_interest,,,,,,,,,,
1515,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
1516,establishment,parking,point_of_interest,,,,,,,,,,
1517,establishment,parking,point_of_interest,,,,,,,,,,
1518,establishment,parking,point_of_interest,,,,,,,,,,
1519,street_address,,,,,,,,,,,,
1520,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1521,establishment,furniture_store,home_goods_store,point_of_interest,store,,,,,,,,
1522,establishment,point_of_interest,school,,,,,,,,,,
1523,establishment,parking,point_of_interest,,,,,,,,,,
1524,establishment,point_of_interest,primary_school,school,secondary_school,,,,,,,,
1525,establishment,library,point_of_interest,,,,,,,,,,
1526,intersection,,,,,,,,,,,,
1527,electronics_store,establishment,point_of_interest,store,,,,,,,,,
1528,establishment,food,lodging,park,point_of_interest,restaurant,,,,,,,
1529,postal_code,,,,,,,,,,,,
1530,establishment,parking,point_of_interest,,,,,,,,,,
1531,intersection,,,,,,,,,,,,
1532,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1533,atm,establishment,finance,food,gas_station,point_of_interest,restaurant,,,,,,
1534,route,,,,,,,,,,,,
1535,route,,,,,,,,,,,,
1536,route,,,,,,,,,,,,
1537,establishment,parking,point_of_interest,,,,,,,,,,
1538,establishment,parking,point_of_interest,,,,,,,,,,
1539,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1540,car_repair,establishment,point_of_interest,,,,,,,,,,
1541,establishment,point_of_interest,,,,,,,,,,,
1542,establishment,point_of_interest,,,,,,,,,,,
1543,establishment,point_of_interest,,,,,,,,,,,
1544,establishment,parking,point_of_interest,,,,,,,,,,
1545,car_wash,convenience_store,establishment,food,gas_station,point_of_interest,store,,,,,,
1546,establishment,parking,point_of_interest,,,,,,,,,,
1547,establishment,point_of_interest,train_station,transit_station,,,,,,,,,
1548,route,,,,,,,,,,,,
1549,route,,,,,,,,,,,,
1550,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1551,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1552,establishment,point_of_interest,,,,,,,,,,,
1553,establishment,parking,point_of_interest,,,,,,,,,,
1554,establishment,point_of_interest,,,,,,,,,,,
1555,premise,,,,,,,,,,,,
1556,establishment,parking,point_of_interest,,,,,,,,,,
1557,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1558,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1559,premise,,,,,,,,,,,,
1560,establishment,point_of_interest,,,,,,,,,,,
1561,establishment,point_of_interest,tourist_attraction,,,,,,,,,,
1562,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1563,establishment,lodging,point_of_interest,,,,,,,,,,
1564,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1565,campground,establishment,lodging,park,point_of_interest,,,,,,,,
1566,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1567,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1568,establishment,lodging,point_of_interest,spa,,,,,,,,,
1569,establishment,food,lodging,point_of_interest,restaurant,spa,,,,,,,
1570,establishment,point_of_interest,,,,,,,,,,,
1571,establishment,food,point_of_interest,restaurant,,,,,,,,,
1572,establishment,lodging,point_of_interest,,,,,,,,,,
1573,cafe,establishment,food,local_government_office,point_of_interest,real_estate_agency,,,,,,,
1574,establishment,point_of_interest,,,,,,,,,,,
1575,convenience_store,establishment,food,gas_station,parking,point_of_interest,restaurant,store,,,,,
1576,premise,,,,,,,,,,,,
1577,establishment,lodging,point_of_interest,,,,,,,,,,
1578,establishment,gym,health,point_of_interest,,,,,,,,,
1579,establishment,point_of_interest,,,,,,,,,,,
1580,establishment,point_of_interest,,,,,,,,,,,
1581,clothing_store,department_store,establishment,food,pet_store,point_of_interest,shoe_store,store,,,,,
1582,establishment,lodging,park,point_of_interest,,,,,,,,,
1583,establishment,parking,point_of_interest,,,,,,,,,,
1584,establishment,parking,point_of_interest,,,,,,,,,,
1585,establishment,food,lodging,point_of_interest,restaurant,store,,,,,,,
1586,establishment,point_of_interest,,,,,,,,,,,
1587,establishment,furniture_store,home_goods_store,point_of_interest,store,,,,,,,,
1588,premise,,,,,,,,,,,,
1589,establishment,parking,point_of_interest,,,,,,,,,,
1590,premise,,,,,,,,,,,,
1591,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1592,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1593,bar,establishment,food,lodging,point_of_interest,restaurant,,,,,,,
1594,bar,establishment,food,lodging,point_of_interest,restaurant,,,,,,,
1595,establishment,gas_station,point_of_interest,,,,,,,,,,
1596,establishment,lodging,point_of_interest,,,,,,,,,,
1597,establishment,point_of_interest,,,,,,,,,,,
1598,establishment,general_contractor,home_goods_store,point_of_interest,store,,,,,,,,
1599,establishment,general_contractor,point_of_interest,,,,,,,,,,
1600,campground,establishment,lodging,park,point_of_interest,,,,,,,,
1601,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1602,establishment,lodging,point_of_interest,real_estate_agency,travel_agency,,,,,,,,
1603,establishment,lodging,point_of_interest,real_estate_agency,travel_agency,,,,,,,,
1605,establishment,point_of_interest,store,travel_agency,,,,,,,,,
1606,establishment,lodging,point_of_interest,,,,,,,,,,
1607,establishment,point_of_interest,,,,,,,,,,,
1608,establishment,general_contractor,point_of_interest,,,,,,,,,,
1609,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1610,establishment,general_contractor,point_of_interest,store,,,,,,,,,
1611,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,point_of_interest,store,supermarket,
1612,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1613,establishment,general_contractor,point_of_interest,,,,,,,,,,
1614,establishment,point_of_interest,,,,,,,,,,,
1615,establishment,lodging,point_of_interest,,,,,,,,,,
1616,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1617,bar,establishment,food,lodging,point_of_interest,restaurant,,,,,,,
1618,establishment,gas_station,point_of_interest,,,,,,,,,,
1619,establishment,point_of_interest,tourist_attraction,,,,,,,,,,
1620,cafe,establishment,food,lodging,point_of_interest,restaurant,spa,,,,,,
1621,establishment,lodging,point_of_interest,,,,,,,,,,
1622,establishment,parking,point_of_interest,,,,,,,,,,
1623,atm,establishment,finance,point_of_interest,,,,,,,,,
1624,establishment,lodging,point_of_interest,,,,,,,,,,
1625,establishment,point_of_interest,tourist_attraction,,,,,,,,,,
1626,campground,establishment,lodging,park,point_of_interest,,,,,,,,
1627,establishment,lodging,point_of_interest,,,,,,,,,,
1628,establishment,lodging,point_of_interest,,,,,,,,,,
1629,establishment,point_of_interest,,,,,,,,,,,
1630,establishment,point_of_interest,,,,,,,,,,,
1631,establishment,lodging,point_of_interest,,,,,,,,,,
1632,establishment,lodging,point_of_interest,,,,,,,,,,
1633,establishment,point_of_interest,,,,,,,,,,,
1634,colloquial_area,locality,political,,,,,,,,,,
1635,establishment,parking,point_of_interest,premise,,,,,,,,,
1636,establishment,parking,point_of_interest,,,,,,,,,,
1637,car_dealer,car_rental,car_repair,establishment,gas_station,point_of_interest,store,,,,,,
1638,establishment,lodging,point_of_interest,,,,,,,,,,
1639,establishment,parking,point_of_interest,,,,,,,,,,
1640,establishment,parking,point_of_interest,,,,,,,,,,
1641,establishment,lodging,point_of_interest,,,,,,,,,,
1642,establishment,parking,point_of_interest,,,,,,,,,,
1643,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1644,establishment,lodging,point_of_interest,,,,,,,,,,
1645,establishment,point_of_interest,,,,,,,,,,,
1646,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1647,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1648,campground,establishment,lodging,park,point_of_interest,rv_park,,,,,,,
1649,establishment,parking,point_of_interest,,,,,,,,,,
1650,establishment,lodging,point_of_interest,,,,,,,,,,
1651,establishment,lodging,point_of_interest,,,,,,,,,,
1652,establishment,hospital,point_of_interest,,,,,,,,,,
1653,convenience_store,establishment,food,gas_station,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,
1654,amusement_park,establishment,point_of_interest,tourist_attraction,,,,,,,,,
1655,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1656,route,,,,,,,,,,,,
1657,establishment,point_of_interest,veterinary_care,,,,,,,,,,
1658,accounting,establishment,finance,point_of_interest,,,,,,,,,
1659,establishment,park,point_of_interest,premise,,,,,,,,,
1660,establishment,lodging,point_of_interest,,,,,,,,,,
1661,establishment,point_of_interest,shopping_mall,,,,,,,,,,
1662,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1663,establishment,parking,point_of_interest,,,,,,,,,,
1664,establishment,parking,point_of_interest,,,,,,,,,,
1665,establishment,point_of_interest,,,,,,,,,,,
1666,route,,,,,,,,,,,,
1667,car_repair,convenience_store,establishment,food,gas_station,point_of_interest,store,,,,,,
1668,establishment,lodging,point_of_interest,,,,,,,,,,
1669,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1670,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1671,establishment,fire_station,point_of_interest,,,,,,,,,,
1672,establishment,food,point_of_interest,store,,,,,,,,,
1673,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1674,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1675,establishment,lodging,point_of_interest,,,,,,,,,,
1676,establishment,lodging,point_of_interest,,,,,,,,,,
1677,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,travel_agency,,,,,,
1678,establishment,food,point_of_interest,store,,,,,,,,,
1679,cafe,establishment,food,point_of_interest,real_estate_agency,store,travel_agency,,,,,,
1680,car_dealer,establishment,point_of_interest,store,,,,,,,,,
1681,establishment,finance,point_of_interest,post_office,,,,,,,,,
1682,establishment,lodging,point_of_interest,,,,,,,,,,
1683,atm,car_wash,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,
1684,establishment,point_of_interest,police,,,,,,,,,,
1685,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,point_of_interest,store,supermarket,,
1686,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1687,route,,,,,,,,,,,,
1688,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
1689,establishment,food,point_of_interest,,,,,,,,,,
1690,establishment,point_of_interest,,,,,,,,,,,
1691,establishment,point_of_interest,,,,,,,,,,,
1692,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1693,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
1694,establishment,general_contractor,point_of_interest,,,,,,,,,,
1695,establishment,point_of_interest,,,,,,,,,,,
1696,atm,car_wash,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,
1697,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
1698,beauty_salon,establishment,gym,hair_care,health,point_of_interest,spa,,,,,,
1699,establishment,gas_station,point_of_interest,,,,,,,,,,
1700,establishment,gas_station,point_of_interest,,,,,,,,,,
1701,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
1702,establishment,lodging,point_of_interest,,,,,,,,,,
1703,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
1704,establishment,point_of_interest,police,,,,,,,,,,
1705,establishment,point_of_interest,shopping_mall,,,,,,,,,,
