,0,1,2,3,4,5,6,7,8,9,10,11,12
3052,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3053,establishment,point_of_interest,storage,,,,,,,,,,
3054,establishment,parking,point_of_interest,,,,,,,,,,
3055,establishment,point_of_interest,,,,,,,,,,,
3056,establishment,parking,point_of_interest,,,,,,,,,,
3057,establishment,point_of_interest,,,,,,,,,,,
3058,establishment,parking,point_of_interest,,,,,,,,,,
3059,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3060,route,,,,,,,,,,,,
3061,establishment,lodging,point_of_interest,,,,,,,,,,
3062,establishment,point_of_interest,subway_station,transit_station,,,,,,,,,
3063,postal_code,,,,,,,,,,,,
3064,street_address,,,,,,,,,,,,
3065,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3066,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3067,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3068,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3069,establishment,point_of_interest,,,,,,,,,,,
3070,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3071,establishment,hospital,point_of_interest,,,,,,,,,,
3072,establishment,parking,point_of_interest,,,,,,,,,,
3073,atm,car_wash,establishment,finance,gas_station,point_of_interest,,,,,,,
3074,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3075,establishment,hospital,point_of_interest,,,,,,,,,,
3076,route,,,,,,,,,,,,
3077,establishment,park,point_of_interest,tourist_attraction,,,,,,,,,
3078,establishment,gym,health,point_of_interest,,,,,,,,,
3079,establishment,gym,health,point_of_interest,,,,,,,,,
3080,establishment,point_of_interest,,,,,,,,,,,
3081,establishment,point_of_interest,,,,,,,,,,,
3082,establishment,point_of_interest,,,,,,,,,,,
3083,establishment,point_of_interest,,,,,,,,,,,
3084,cafe,establishment,food,point_of_interest,restaurant,store,,,,,,,
3085,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3086,establishment,point_of_interest,stadium,,,,,,,,,,
3087,establishment,parking,point_of_interest,,,,,,,,,,
3088,establishment,movie_theater,point_of_interest,,,,,,,,,,
3089,establishment,general_contractor,point_of_interest,,,,,,,,,,
3090,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
3091,establishment,parking,point_of_interest,,,,,,,,,,
3092,postal_code,,,,,,,,,,,,
3093,postal_code,,,,,,,,,,,,
3094,route,,,,,,,,,,,,
3095,establishment,point_of_interest,,,,,,,,,,,
3096,city_hall,establishment,local_government_office,point_of_interest,,,,,,,,,
3097,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,
3098,street_address,,,,,,,,,,,,
3099,establishment,point_of_interest,,,,,,,,,,,
3100,establishment,point_of_interest,,,,,,,,,,,
3101,postal_code,,,,,,,,,,,,
3102,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3103,establishment,point_of_interest,,,,,,,,,,,
3104,establishment,point_of_interest,,,,,,,,,,,
3105,establishment,point_of_interest,,,,,,,,,,,
3106,premise,,,,,,,,,,,,
3107,convenience_store,establishment,food,point_of_interest,store,,,,,,,,
3108,establishment,lodging,point_of_interest,,,,,,,,,,
3109,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3110,establishment,point_of_interest,,,,,,,,,,,
3111,route,,,,,,,,,,,,
3112,route,,,,,,,,,,,,
3113,establishment,lodging,point_of_interest,,,,,,,,,,
3114,establishment,point_of_interest,,,,,,,,,,,
3115,route,,,,,,,,,,,,
3116,establishment,hospital,point_of_interest,,,,,,,,,,
3117,establishment,point_of_interest,transit_station,,,,,,,,,,
3118,establishment,hospital,point_of_interest,,,,,,,,,,
3119,establishment,point_of_interest,,,,,,,,,,,
3120,establishment,lodging,point_of_interest,,,,,,,,,,
3121,cafe,establishment,food,gym,health,point_of_interest,,,,,,,
3122,establishment,lodging,point_of_interest,,,,,,,,,,
3123,establishment,lodging,point_of_interest,,,,,,,,,,
3124,establishment,point_of_interest,,,,,,,,,,,
3125,establishment,food,lodging,point_of_interest,restaurant,tourist_attraction,,,,,,,
3126,establishment,museum,point_of_interest,tourist_attraction,,,,,,,,,
3127,establishment,point_of_interest,veterinary_care,,,,,,,,,,
3128,establishment,lodging,point_of_interest,,,,,,,,,,
3129,establishment,point_of_interest,,,,,,,,,,,
3130,cafe,establishment,food,point_of_interest,,,,,,,,,
3131,clothing_store,establishment,point_of_interest,store,,,,,,,,,
3132,establishment,park,point_of_interest,tourist_attraction,,,,,,,,,
3133,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3134,establishment,lodging,point_of_interest,,,,,,,,,,
3135,establishment,park,point_of_interest,tourist_attraction,,,,,,,,,
3136,convenience_store,establishment,food,gas_station,point_of_interest,store,,,,,,,
3137,establishment,point_of_interest,police,,,,,,,,,,
3138,route,,,,,,,,,,,,
3139,doctor,establishment,health,point_of_interest,,,,,,,,,
3140,establishment,health,point_of_interest,,,,,,,,,,
3141,doctor,establishment,health,point_of_interest,,,,,,,,,
3142,route,,,,,,,,,,,,
3143,establishment,point_of_interest,,,,,,,,,,,
3144,establishment,hospital,point_of_interest,,,,,,,,,,
3145,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3146,car_wash,establishment,gas_station,point_of_interest,,,,,,,,,
3147,route,,,,,,,,,,,,
3148,establishment,local_government_office,point_of_interest,,,,,,,,,,
3149,establishment,point_of_interest,,,,,,,,,,,
3150,establishment,hospital,point_of_interest,,,,,,,,,,
3151,establishment,hospital,point_of_interest,,,,,,,,,,
3152,establishment,gym,health,point_of_interest,,,,,,,,,
3153,establishment,point_of_interest,,,,,,,,,,,
3154,establishment,parking,point_of_interest,,,,,,,,,,
3155,establishment,hospital,point_of_interest,,,,,,,,,,
3156,establishment,lodging,point_of_interest,,,,,,,,,,
3157,art_gallery,establishment,point_of_interest,,,,,,,,,,
3158,route,,,,,,,,,,,,
3159,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3160,establishment,parking,point_of_interest,,,,,,,,,,
3161,establishment,point_of_interest,,,,,,,,,,,
3162,establishment,point_of_interest,,,,,,,,,,,
3163,establishment,food,lodging,point_of_interest,restaurant,spa,,,,,,,
3164,establishment,point_of_interest,,,,,,,,,,,
3165,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3166,establishment,local_government_office,point_of_interest,,,,,,,,,,
3167,establishment,parking,point_of_interest,,,,,,,,,,
3168,premise,,,,,,,,,,,,
3169,postal_code,,,,,,,,,,,,
3170,establishment,parking,point_of_interest,,,,,,,,,,
3171,route,,,,,,,,,,,,
3172,establishment,point_of_interest,,,,,,,,,,,
3173,car_dealer,car_rental,car_repair,establishment,point_of_interest,store,,,,,,,
3174,establishment,library,point_of_interest,,,,,,,,,,
3175,cafe,establishment,food,park,point_of_interest,tourist_attraction,,,,,,,
3176,route,,,,,,,,,,,,
3177,establishment,hospital,point_of_interest,,,,,,,,,,
3178,establishment,hospital,point_of_interest,,,,,,,,,,
3179,accounting,establishment,finance,local_government_office,point_of_interest,,,,,,,,
3180,establishment,point_of_interest,,,,,,,,,,,
3181,establishment,parking,point_of_interest,,,,,,,,,,
3182,establishment,parking,point_of_interest,,,,,,,,,,
3183,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3184,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3185,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3186,establishment,point_of_interest,university,,,,,,,,,,
3187,premise,,,,,,,,,,,,
3188,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3189,establishment,lodging,point_of_interest,,,,,,,,,,
3190,establishment,lodging,point_of_interest,,,,,,,,,,
3191,street_address,,,,,,,,,,,,
3192,establishment,gym,health,point_of_interest,,,,,,,,,
3193,establishment,parking,point_of_interest,,,,,,,,,,
3195,establishment,point_of_interest,store,,,,,,,,,,
3196,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3197,establishment,lodging,point_of_interest,,,,,,,,,,
3198,establishment,point_of_interest,,,,,,,,,,,
3199,establishment,parking,point_of_interest,,,,,,,,,,
3200,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3201,establishment,parking,point_of_interest,,,,,,,,,,
3202,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
3203,establishment,parking,point_of_interest,,,,,,,,,,
3204,establishment,furniture_store,home_goods_store,point_of_interest,store,,,,,,,,
3205,establishment,parking,point_of_interest,,,,,,,,,,
3206,establishment,point_of_interest,transit_station,,,,,,,,,,
3207,establishment,hospital,point_of_interest,,,,,,,,,,
3208,establishment,natural_feature,,,,,,,,,,,
3209,establishment,parking,point_of_interest,,,,,,,,,,
3210,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3211,establishment,parking,point_of_interest,,,,,,,,,,
3212,establishment,parking,point_of_interest,,,,,,,,,,
3213,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3214,beauty_salon,establishment,point_of_interest,spa,,,,,,,,,
3215,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
3216,car_dealer,car_rental,car_repair,establishment,point_of_interest,store,,,,,,,
3217,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket
3218,route,,,,,,,,,,,,
3219,establishment,point_of_interest,,,,,,,,,,,
3220,establishment,point_of_interest,,,,,,,,,,,
3221,bar,establishment,point_of_interest,,,,,,,,,,
3222,bar,establishment,point_of_interest,,,,,,,,,,
3223,establishment,parking,point_of_interest,,,,,,,,,,
3224,establishment,parking,point_of_interest,,,,,,,,,,
3225,establishment,parking,point_of_interest,,,,,,,,,,
3226,car_repair,establishment,point_of_interest,,,,,,,,,,
3227,car_repair,establishment,point_of_interest,,,,,,,,,,
3228,route,,,,,,,,,,,,
3229,establishment,point_of_interest,,,,,,,,,,,
3230,establishment,parking,point_of_interest,,,,,,,,,,
3231,establishment,gym,health,point_of_interest,,,,,,,,,
3232,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket
3233,establishment,library,point_of_interest,,,,,,,,,,
3234,establishment,point_of_interest,real_estate_agency,travel_agency,,,,,,,,,
3235,establishment,food,point_of_interest,restaurant,,,,,,,,,
3236,establishment,point_of_interest,,,,,,,,,,,
3237,campground,establishment,lodging,park,point_of_interest,,,,,,,,
3238,campground,establishment,lodging,park,point_of_interest,,,,,,,,
3239,establishment,point_of_interest,,,,,,,,,,,
3240,establishment,point_of_interest,,,,,,,,,,,
3241,convenience_store,establishment,food,point_of_interest,store,,,,,,,,
3242,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket
3243,convenience_store,establishment,food,point_of_interest,store,,,,,,,,
3244,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
3245,establishment,point_of_interest,university,,,,,,,,,,
3246,bar,establishment,point_of_interest,,,,,,,,,,
3247,route,,,,,,,,,,,,
3248,route,,,,,,,,,,,,
3249,establishment,health,hospital,point_of_interest,,,,,,,,,
3250,establishment,parking,point_of_interest,,,,,,,,,,
3251,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3252,establishment,food,point_of_interest,,,,,,,,,,
3253,establishment,point_of_interest,,,,,,,,,,,
3254,premise,,,,,,,,,,,,
3255,car_repair,establishment,point_of_interest,,,,,,,,,,
3256,establishment,point_of_interest,,,,,,,,,,,
3257,establishment,lodging,point_of_interest,,,,,,,,,,
3258,establishment,parking,point_of_interest,,,,,,,,,,
3259,establishment,parking,point_of_interest,,,,,,,,,,
3260,establishment,point_of_interest,,,,,,,,,,,
3261,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3262,establishment,point_of_interest,,,,,,,,,,,
3263,establishment,parking,point_of_interest,,,,,,,,,,
3264,establishment,parking,point_of_interest,,,,,,,,,,
3265,postal_code,,,,,,,,,,,,
3266,establishment,point_of_interest,,,,,,,,,,,
3267,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3268,establishment,point_of_interest,,,,,,,,,,,
3269,establishment,parking,point_of_interest,,,,,,,,,,
3270,atm,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket,
3271,postal_code,,,,,,,,,,,,
3272,establishment,point_of_interest,,,,,,,,,,,
3273,intersection,,,,,,,,,,,,
3274,car_wash,convenience_store,establishment,food,gas_station,point_of_interest,store,,,,,,
3275,establishment,parking,point_of_interest,,,,,,,,,,
3276,premise,,,,,,,,,,,,
3277,establishment,lodging,point_of_interest,,,,,,,,,,
3278,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3279,establishment,point_of_interest,,,,,,,,,,,
3280,establishment,point_of_interest,,,,,,,,,,,
3281,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3282,establishment,point_of_interest,,,,,,,,,,,
3283,establishment,point_of_interest,,,,,,,,,,,
3284,route,,,,,,,,,,,,
3285,establishment,point_of_interest,store,,,,,,,,,,
3286,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3287,premise,,,,,,,,,,,,
3288,establishment,parking,point_of_interest,,,,,,,,,,
3289,establishment,gym,health,point_of_interest,,,,,,,,,
3290,establishment,point_of_interest,university,,,,,,,,,,
3291,establishment,health,point_of_interest,,,,,,,,,,
3292,establishment,point_of_interest,,,,,,,,,,,
3293,establishment,point_of_interest,,,,,,,,,,,
3294,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3295,establishment,parking,point_of_interest,,,,,,,,,,
3296,establishment,gym,health,lodging,point_of_interest,spa,,,,,,,
3297,establishment,gym,health,lodging,point_of_interest,spa,,,,,,,
3298,route,,,,,,,,,,,,
3299,establishment,parking,point_of_interest,,,,,,,,,,
3300,establishment,food,point_of_interest,store,,,,,,,,,
3301,establishment,food,lodging,point_of_interest,restaurant,store,,,,,,,
3302,establishment,parking,point_of_interest,,,,,,,,,,
3303,establishment,point_of_interest,transit_station,,,,,,,,,,
3304,establishment,food,meal_takeaway,point_of_interest,restaurant,,,,,,,,
3305,establishment,health,point_of_interest,,,,,,,,,,
3306,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3307,establishment,parking,point_of_interest,,,,,,,,,,
3308,establishment,lodging,point_of_interest,spa,,,,,,,,,
3309,establishment,point_of_interest,,,,,,,,,,,
3310,establishment,parking,point_of_interest,,,,,,,,,,
3311,establishment,point_of_interest,tourist_attraction,,,,,,,,,,
3312,establishment,lodging,point_of_interest,spa,,,,,,,,,
3313,establishment,point_of_interest,tourist_attraction,,,,,,,,,,
3314,route,,,,,,,,,,,,
3315,establishment,lodging,point_of_interest,,,,,,,,,,
3316,convenience_store,establishment,food,gas_station,grocery_or_supermarket,point_of_interest,store,,,,,,
3317,establishment,point_of_interest,store,,,,,,,,,,
3318,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3319,establishment,point_of_interest,,,,,,,,,,,
3320,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3321,establishment,lodging,point_of_interest,,,,,,,,,,
3322,establishment,point_of_interest,,,,,,,,,,,
3323,establishment,point_of_interest,train_station,transit_station,,,,,,,,,
3324,establishment,point_of_interest,,,,,,,,,,,
3325,atm,car_wash,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,
3326,establishment,lodging,point_of_interest,,,,,,,,,,
3327,street_address,,,,,,,,,,,,
3328,establishment,point_of_interest,,,,,,,,,,,
3329,establishment,food,point_of_interest,,,,,,,,,,
3330,establishment,point_of_interest,,,,,,,,,,,
3331,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
3332,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
3333,establishment,point_of_interest,store,,,,,,,,,,
3334,establishment,point_of_interest,,,,,,,,,,,
3335,establishment,food,point_of_interest,store,,,,,,,,,
3336,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3337,route,,,,,,,,,,,,
3338,establishment,lodging,point_of_interest,,,,,,,,,,
3339,establishment,general_contractor,point_of_interest,,,,,,,,,,
3340,establishment,point_of_interest,,,,,,,,,,,
3341,establishment,point_of_interest,,,,,,,,,,,
3342,bank,establishment,finance,point_of_interest,,,,,,,,,
3343,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3344,bicycle_store,clothing_store,establishment,point_of_interest,shoe_store,store,,,,,,,
3345,route,,,,,,,,,,,,
3346,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3347,car_dealer,establishment,finance,point_of_interest,store,,,,,,,,
3348,atm,car_wash,convenience_store,establishment,finance,food,gas_station,point_of_interest,store,,,,
3349,establishment,food,point_of_interest,,,,,,,,,,
3350,establishment,point_of_interest,,,,,,,,,,,
3351,route,,,,,,,,,,,,
3352,establishment,insurance_agency,point_of_interest,,,,,,,,,,
3353,establishment,point_of_interest,,,,,,,,,,,
3354,establishment,point_of_interest,,,,,,,,,,,
3355,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3356,establishment,point_of_interest,,,,,,,,,,,
3357,establishment,point_of_interest,,,,,,,,,,,
3358,establishment,lodging,point_of_interest,,,,,,,,,,
3359,establishment,lodging,point_of_interest,premise,,,,,,,,,
3360,establishment,lodging,point_of_interest,,,,,,,,,,
3361,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3362,establishment,gym,health,point_of_interest,,,,,,,,,
3363,establishment,point_of_interest,school,tourist_attraction,,,,,,,,,
3364,bakery,establishment,food,point_of_interest,store,,,,,,,,
3365,establishment,point_of_interest,train_station,transit_station,,,,,,,,,
3366,establishment,parking,point_of_interest,,,,,,,,,,
3367,establishment,point_of_interest,,,,,,,,,,,
3368,establishment,food,point_of_interest,restaurant,,,,,,,,,
3369,establishment,point_of_interest,school,secondary_school,,,,,,,,,
3370,establishment,parking,point_of_interest,premise,,,,,,,,,
3371,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3372,establishment,point_of_interest,,,,,,,,,,,
3373,car_wash,establishment,gas_station,point_of_interest,,,,,,,,,
3374,establishment,park,point_of_interest,tourist_attraction,,,,,,,,,
3375,establishment,lodging,point_of_interest,,,,,,,,,,
3376,establishment,lodging,point_of_interest,real_estate_agency,travel_agency,,,,,,,,
3377,establishment,point_of_interest,,,,,,,,,,,
3378,establishment,point_of_interest,,,,,,,,,,,
3379,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3380,establishment,food,point_of_interest,restaurant,,,,,,,,,
3381,establishment,finance,point_of_interest,,,,,,,,,,
3382,establishment,health,pharmacy,point_of_interest,store,,,,,,,,
3383,establishment,parking,point_of_interest,,,,,,,,,,
3384,establishment,point_of_interest,,,,,,,,,,,
3385,establishment,food,gym,health,lodging,point_of_interest,restaurant,,,,,,
3386,route,,,,,,,,,,,,
3387,establishment,point_of_interest,,,,,,,,,,,
3388,establishment,lodging,point_of_interest,,,,,,,,,,
3389,route,,,,,,,,,,,,
3390,bar,establishment,food,point_of_interest,restaurant,,,,,,,,
3391,establishment,food,health,lodging,point_of_interest,restaurant,spa,,,,,,
3392,establishment,parking,point_of_interest,,,,,,,,,,
3393,premise,,,,,,,,,,,,
3394,establishment,lodging,point_of_interest,,,,,,,,,,
3395,establishment,gas_station,point_of_interest,,,,,,,,,,
3396,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3397,bar,establishment,food,lodging,point_of_interest,restaurant,,,,,,,
3398,establishment,food,park,point_of_interest,store,,,,,,,,
3399,cafe,establishment,food,point_of_interest,store,,,,,,,,
3400,establishment,food,lodging,point_of_interest,restaurant,,,,,,,,
3401,establishment,park,point_of_interest,tourist_attraction,,,,,,,,,
3402,premise,,,,,,,,,,,,
3403,car_repair,electronics_store,establishment,point_of_interest,store,,,,,,,,
3404,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3405,car_wash,establishment,gas_station,point_of_interest,,,,,,,,,
3406,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3407,bar,establishment,food,lodging,point_of_interest,restaurant,,,,,,,
3408,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3409,establishment,lodging,point_of_interest,,,,,,,,,,
3410,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3411,establishment,gas_station,point_of_interest,,,,,,,,,,
3412,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
3413,street_address,,,,,,,,,,,,
3414,establishment,point_of_interest,,,,,,,,,,,
3415,establishment,gym,health,point_of_interest,,,,,,,,,
3416,establishment,point_of_interest,,,,,,,,,,,
3417,establishment,point_of_interest,school,secondary_school,,,,,,,,,
3418,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3419,bar,establishment,food,lodging,point_of_interest,restaurant,rv_park,,,,,,
3420,bar,campground,establishment,lodging,park,point_of_interest,,,,,,,
3421,atm,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,point_of_interest,store,supermarket,,,
3422,establishment,point_of_interest,transit_station,,,,,,,,,,
3423,establishment,point_of_interest,university,,,,,,,,,,
3424,establishment,point_of_interest,university,,,,,,,,,,
3425,beauty_salon,establishment,gym,hair_care,health,point_of_interest,spa,,,,,,
3426,electrician,establishment,point_of_interest,store,,,,,,,,,
3427,establishment,point_of_interest,,,,,,,,,,,
3428,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3429,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3430,establishment,food,point_of_interest,restaurant,,,,,,,,,
3431,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3432,establishment,point_of_interest,transit_station,,,,,,,,,,
3433,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3434,establishment,gym,health,point_of_interest,spa,,,,,,,,
3435,establishment,point_of_interest,,,,,,,,,,,
3436,establishment,point_of_interest,university,,,,,,,,,,
3437,establishment,lodging,point_of_interest,,,,,,,,,,
3438,establishment,point_of_interest,,,,,,,,,,,
3439,route,,,,,,,,,,,,
3440,street_address,,,,,,,,,,,,
3441,establishment,parking,point_of_interest,,,,,,,,,,
3442,establishment,point_of_interest,university,,,,,,,,,,
3443,establishment,parking,point_of_interest,,,,,,,,,,
3444,establishment,parking,point_of_interest,,,,,,,,,,
3445,establishment,point_of_interest,,,,,,,,,,,
3446,establishment,parking,point_of_interest,,,,,,,,,,
3447,establishment,point_of_interest,,,,,,,,,,,
3448,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3449,premise,,,,,,,,,,,,
3450,route,,,,,,,,,,,,
3451,establishment,point_of_interest,,,,,,,,,,,
3452,premise,,,,,,,,,,,,
3453,premise,,,,,,,,,,,,
3454,establishment,furniture_store,home_goods_store,point_of_interest,store,,,,,,,,
3455,route,,,,,,,,,,,,
3456,establishment,health,point_of_interest,,,,,,,,,,
3457,premise,,,,,,,,,,,,
3458,route,,,,,,,,,,,,
3459,route,,,,,,,,,,,,
3460,route,,,,,,,,,,,,
3461,route,,,,,,,,,,,,
3462,premise,,,,,,,,,,,,
3463,establishment,parking,point_of_interest,,,,,,,,,,
3464,street_address,,,,,,,,,,,,
3465,route,,,,,,,,,,,,
3466,route,,,,,,,,,,,,
3467,route,,,,,,,,,,,,
3468,street_address,,,,,,,,,,,,
3469,route,,,,,,,,,,,,
3470,route,,,,,,,,,,,,
3471,establishment,point_of_interest,,,,,,,,,,,
3472,atm,cafe,clothing_store,establishment,finance,food,gas_station,grocery_or_supermarket,health,pharmacy,point_of_interest,store,supermarket
3473,establishment,hospital,point_of_interest,,,,,,,,,,
3474,cafe,establishment,food,point_of_interest,,,,,,,,,
3475,route,,,,,,,,,,,,
3476,establishment,point_of_interest,subway_station,transit_station,,,,,,,,,
3477,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3478,route,,,,,,,,,,,,
3479,establishment,point_of_interest,university,,,,,,,,,,
3480,premise,,,,,,,,,,,,
3481,street_address,,,,,,,,,,,,
3482,street_address,,,,,,,,,,,,
3483,establishment,gas_station,point_of_interest,,,,,,,,,,
3484,street_address,,,,,,,,,,,,
3485,route,,,,,,,,,,,,
3486,route,,,,,,,,,,,,
3487,route,,,,,,,,,,,,
3488,route,,,,,,,,,,,,
3489,establishment,point_of_interest,store,,,,,,,,,,
3490,electronics_store,establishment,furniture_store,home_goods_store,point_of_interest,store,,,,,,,
3491,establishment,finance,point_of_interest,,,,,,,,,,
3492,route,,,,,,,,,,,,
3493,premise,,,,,,,,,,,,
3494,street_address,,,,,,,,,,,,
3495,establishment,point_of_interest,,,,,,,,,,,
3496,street_address,,,,,,,,,,,,
3497,premise,,,,,,,,,,,,
3498,street_address,,,,,,,,,,,,
3499,premise,,,,,,,,,,,,
3500,street_address,,,,,,,,,,,,
3501,route,,,,,,,,,,,,
3502,street_address,,,,,,,,,,,,
3503,street_address,,,,,,,,,,,,
3504,street_address,,,,,,,,,,,,
3505,premise,,,,,,,,,,,,
3506,premise,,,,,,,,,,,,
3507,street_address,,,,,,,,,,,,
3508,intersection,,,,,,,,,,,,
3509,route,,,,,,,,,,,,
3510,route,,,,,,,,,,,,
3511,premise,,,,,,,,,,,,
3512,establishment,point_of_interest,stadium,,,,,,,,,,
3513,street_address,,,,,,,,,,,,
3514,postal_code,,,,,,,,,,,,
3515,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3516,establishment,point_of_interest,shopping_mall,,,,,,,,,,
3517,street_address,,,,,,,,,,,,
3518,establishment,point_of_interest,real_estate_agency,,,,,,,,,,
3519,establishment,point_of_interest,,,,,,,,,,,
3520,street_address,,,,,,,,,,,,
3521,car_repair,establishment,point_of_interest,,,,,,,,,,
3522,route,,,,,,,,,,,,
3523,route,,,,,,,,,,,,
3524,street_address,,,,,,,,,,,,
3525,street_address,,,,,,,,,,,,
3526,premise,,,,,,,,,,,,
3527,premise,,,,,,,,,,,,
3528,route,,,,,,,,,,,,
3529,street_address,,,,,,,,,,,,
3530,route,,,,,,,,,,,,
3531,route,,,,,,,,,,,,
3532,street_address,,,,,,,,,,,,
3533,street_address,,,,,,,,,,,,
3534,route,,,,,,,,,,,,
3535,route,,,,,,,,,,,,
3536,route,,,,,,,,,,,,
3537,street_address,,,,,,,,,,,,
3538,premise,,,,,,,,,,,,
3539,route,,,,,,,,,,,,
3540,route,,,,,,,,,,,,
3541,route,,,,,,,,,,,,
3542,street_address,,,,,,,,,,,,
3543,establishment,point_of_interest,,,,,,,,,,,
3544,route,,,,,,,,,,,,
3545,route,,,,,,,,,,,,
3546,route,,,,,,,,,,,,
3547,route,,,,,,,,,,,,
3548,route,,,,,,,,,,,,
3549,premise,,,,,,,,,,,,
3550,car_wash,convenience_store,establishment,food,gas_station,point_of_interest,store,,,,,,
3551,street_address,,,,,,,,,,,,
3552,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3553,establishment,point_of_interest,,,,,,,,,,,
3554,car_dealer,car_repair,establishment,point_of_interest,store,,,,,,,,
3555,establishment,lodging,point_of_interest,,,,,,,,,,
3556,establishment,finance,insurance_agency,lawyer,point_of_interest,,,,,,,,
3557,establishment,parking,point_of_interest,,,,,,,,,,
3558,street_address,,,,,,,,,,,,
3559,route,,,,,,,,,,,,
3560,establishment,park,point_of_interest,tourist_attraction,,,,,,,,,
3561,route,,,,,,,,,,,,
3562,route,,,,,,,,,,,,
3563,street_address,,,,,,,,,,,,
3564,route,,,,,,,,,,,,
3565,route,,,,,,,,,,,,
3566,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3567,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket,,,,,,,
3568,car_dealer,establishment,point_of_interest,store,,,,,,,,,
3569,establishment,point_of_interest,,,,,,,,,,,
3570,establishment,museum,point_of_interest,tourist_attraction,,,,,,,,,
